Date,Closing Price (USD),active_addresses,hash_rate,btc_left,total_addresses,difficulty,total_fees,fed_assets,GLD,IYE,SLV,SPY,TLT,UUP,NYFed_inflation,Google_popularity,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_Change_Dealer_Net_Position,Pct_Change_Lev_Money_Net_Position
2019-07-23,10027.5326122485,4901660,6.418737939638392e+19,3165700.0,538790519,3.87139201457165e+22,400.91904319,3804103.7142857136,133.690002,34.009997999999996,15.34,300.0299990000001,131.220001,26.459999,2.554579885,19,0.8,0.0,44.8,56.8,0.02564102564102564,-0.286231884057971
2019-07-30,9572.735371803,4836354,6.992367901503653e+19,3152050.0,541134799,3.87139201457165e+22,312.06981442,3782578.2857142864,134.979996,33.860001000000004,15.5,300.72000099999997,131.830002,26.57,2.554579885,19,1.4,0.0,42.8,53.2,0.5,-0.2470389170896785
2019-08-06,11310.187223605,5176894,7.415055943243e+19,3137975.0,543671408,4.28867431337945e+22,280.30015824,3781194.2857142864,138.91000400000001,31.360001,15.38,287.799988,139.979996,26.49,2.411174039,15,0.0,0.0,39.4,48.3,-1.0,-0.06292134831460675
2019-08-13,10869.3791128623,5060020,7.3494747540334576e+19,3125025.0,546059049,4.28867431337945e+22,402.19086126,3785378.7142857136,141.779999,31.549999,15.87,292.549988,142.479996,26.559998999999998,2.411174039,15,0.0,1.1,42.3,52.4,-100.0,0.14628297362110312
2019-08-20,10818.5070076193,4727350,7.309817674887147e+19,3112200.0,548392688,4.37377497784568e+22,316.79934896,3767887.7142857136,142.21000700000005,30.98,16.049999,290.089996,145.529999,26.66,2.411174039,15,0.0,1.1,40.9,49.3,-0.0,-0.2196652719665272
2019-08-27,10122.1965329581,5085712,7.35195933672494e+19,3099487.5,550787998,4.37377497784568e+22,266.52233539,3760648.857142857,145.570007,29.889999,17.030001000000002,286.869995,147.610001,26.639999,2.411174039,15,0.0,1.2,42.5,51.2,-0.0,-0.05093833780160858
2019-09-03,10691.31129913,4875049,8.123897101607372e+19,3085762.5,553206375,4.62653733831284e+22,214.08756556,3761284.857142857,145.75,30.610001,17.889999,290.73999,147.21000700000005,26.93,2.33281461,12,0.7,1.1,44.0,54.9,-0.62,0.3785310734463277
2019-09-10,10082.9468264833,5032103,8.521497106549396e+19,3071837.5,555708200,4.62653733831284e+22,229.95974854,3768506.5714285714,140.179993,32.700001,16.85,298.130005,140.690002,26.76,2.33281461,12,0.8,1.2,41.0,54.1,-0.0,0.10860655737704918
2019-09-17,10231.4215119596,5084701,8.960112712133976e+19,3058025.0,558241440,5.10697164780102e+22,194.99802520000003,3833977.5714285714,141.600006,33.41,16.860001,300.920013,139.029999,26.719998999999998,2.33281461,12,0.7,1.2,40.4,54.0,-0.0,0.046210720887245836
2019-09-24,8688.973525957199,5124661,9.089186396245447e+19,3044575.0,560782124,5.10697164780102e+22,217.29362192,3855855.0,144.509995,32.369999,17.440001000000002,295.869995,143.570007,26.77,2.33281461,12,1.7,1.2,39.5,60.1,-2.1578947368421053,0.5176678445229682
2019-10-01,8333.689190421701,4952369,9.115663818791384e+19,3031737.5,563246370,5.48030070448019e+22,243.17446233,3933243.0,139.630005,31.02,16.15,293.23999,143.259995,27.01,2.288578202,12,1.8,0.0,38.8,61.6,1.681818181818182,-0.10942956926658906
2019-10-08,8201.6378181926,4785415,9.661219352449976e+19,3018412.5,565695269,5.48030070448019e+22,190.89034643,3949365.857142857,141.919998,29.950001,16.610001,288.5299990000001,145.169998,27.049999,2.288578202,12,1.8,0.0,36.3,61.4,0.0,0.09411764705882353
2019-10-15,8337.8189985374,3985513,9.279718773245883e+19,3007587.5,567754183,5.58693282930144e+22,152.42645493,3963718.333333334,140.58999599999999,30.99,16.49,295.950012,141.46000700000005,26.9,2.288578202,12,1.7,0.0,34.4,59.0,0.0,0.009557945041816007
2019-10-22,8073.4095438836,4803967,9.871293569694104e+19,2992312.5,570606600,5.58693282930144e+22,156.48291773,3968381.5714285714,140.199997,31.51,16.370001000000002,299.01001,139.33999599999999,26.629998999999998,2.288578202,12,1.9,0.0,30.7,55.4,0.0,-0.09585798816568047
2019-10-29,9455.7246926058,5087902,9.264415653388634e+19,2980300.0,573117270,5.88044590000295e+22,251.39827151,4012519.7142857136,140.25,31.82,16.65,303.209991,137.350006,26.700001,2.288578202,12,1.0,0.0,30.3,63.9,-0.4406779661016949,0.387434554973822
2019-11-05,9326.599623784101,5017549,9.185954997477686e+19,2968500.0,575666693,5.88044590000295e+22,255.08092096,4036640.142857143,139.850006,32.919998,16.440001000000002,307.0299990000001,137.149994,26.780001000000002,2.274465032,11,0.9,0.0,34.7,66.6,-0.030303030303030307,0.06037735849056604
2019-11-12,8760.8927181435,5038419,9.128750521763666e+19,2956112.5,578159162,5.463200662839e+22,230.81727148,4046676.4285714286,137.429993,32.110001000000004,15.72,309.0,135.619995,26.9,2.274465032,11,1.0,0.0,29.5,66.1,0.0,0.0062277580071174385
2019-11-19,8118.4885358003,5071946,9.4908467021029e+19,2942975.0,580696369,5.463200662839e+22,199.81473153,4032768.0,138.690002,31.24,16.02,311.929993,139.16000400000001,26.790001,2.274465032,11,1.2,0.0,33.5,60.6,0.1875,-0.2440318302387268
2019-11-26,7141.0694486946995,4987599,8.824069333257888e+19,2930950.0,583235450,5.57196242092859e+22,214.86076376,4049642.7142857136,137.740005,31.67,15.99,314.079987,141.130005,26.9,2.274465032,11,1.1,0.0,32.5,47.0,0.0,-0.3988304093567252
2019-12-03,7315.3677645579,5042457,9.276146503119284e+19,2918375.0,585844934,5.57196242092859e+22,193.44628439,4063864.4285714286,139.110001,31.01,16.049999,309.549988,141.21000700000005,26.77,2.2947028080000003,10,4.4,0.0,30.0,42.1,2.4473684210526314,-0.2937743190661479
2019-12-10,7239.762575441,5066859,9.67208952707854e+19,2905175.0,588411848,5.53056156509425e+22,155.42309749999995,4091234.5714285714,137.970001,31.99,15.57,313.5299990000001,138.66000400000001,26.719998999999998,2.2947028080000003,10,4.1,0.0,33.1,54.6,0.0,0.9201101928374656
2019-12-17,6584.0288433458,5207410,9.056029607703658e+19,2892800.0,590993303,5.53056156509425e+22,150.54157482000005,4131114.7142857136,139.009995,31.459999,15.88,319.570007,137.600006,26.66,2.2947028080000003,10,3.5,0.0,41.1,63.7,0.022900763358778626,0.2453371592539455
2019-12-24,7235.6266504955,4767455,9.739939097549408e+19,2879550.0,593511140,5.56137852721655e+22,147.56881042,4161514.0,141.270004,32.150002,16.58,321.230011,136.83999599999999,26.26,2.2947028080000003,10,3.9,0.0,33.3,63.7,0.022388059701492536,0.2407834101382489
2019-12-31,7179.9578192867,4506392,9.709156323690894e+19,2866362.5,595890165,5.56137852721655e+22,106.31851103,4172478.142857143,142.899994,32.119999,16.68,321.859985,135.479996,25.969998999999998,2.2947028080000003,10,4.3,0.0,32.5,57.8,0.0,-0.25441039925719594
2020-01-07,8039.603700818299,4620836,1.0914260991456716e+20,2852287.5,598293937,5.92653252637567e+22,110.39594759,4152984.2857142864,147.970001,32.490002000000004,17.17,322.730011,137.649994,26.120001000000002,2.184367399,13,1.2,0.8,46.6,67.8,-0.8248175182481752,0.4246575342465753
2020-01-14,8735.1424391365,5091575,1.0296536034127572e+20,2839162.5,600978936,6.34640153194588e+22,169.94491663,4172092.0,145.690002,31.940001000000002,16.620001000000002,327.450012,138.729996,26.23,2.184367399,13,1.2,0.9,49.7,61.8,-0.16666666666666666,-0.430944055944056
2020-01-21,8708.786013433,5033896,1.1074074730312235e+20,2825962.5,603640398,6.34640153194588e+22,152.04937445999997,4150188.857142857,146.740005,30.959999,16.639999,331.299988,139.470001,26.299999,2.184367399,13,1.3,0.9,44.8,59.1,0.0,0.1228878648233487
2020-01-28,9131.1149880642,5036461,1.1019393866418884e+20,2812900.0,606216206,6.64263891249076e+22,123.55870027,4150813.142857143,147.66000400000001,29.48,16.32,326.890015,143.16000400000001,26.43,2.184367399,13,1.3,0.9,35.5,59.1,0.0,0.5868673050615595
2020-02-04,9177.8946372066,5393322,1.1348724434230528e+20,2799975.0,608993436,6.64263891249076e+22,142.31171464,4164553.142857143,146.429993,28.190001000000002,16.450001,329.059998,143.580002,26.450001,2.068985713,14,1.6,1.1,32.9,71.8,0.05,0.4655172413793103
2020-02-11,10236.6351482326,5464935,1.0933470864088483e+20,2787537.5,611827763,6.67727646221751e+22,187.57720072,4180405.857142857,147.66000400000001,28.84,16.48,335.26001,144.100006,26.67,2.068985713,14,1.2,0.8,36.6,74.6,0.2380952380952381,0.3623529411764706
2020-02-18,10189.9959829746,5328087,1.1131555657141142e+20,2774925.0,614653855,6.67727646221751e+22,210.62308318,4173158.4285714286,150.91000400000001,28.76,17.01,336.730011,145.53999299999995,26.860001,2.068985713,14,1.2,2.4,37.9,81.4,-4.076923076923077,0.21157167530224524
2020-02-25,9392.8696287195,5110706,1.1002331507817788e+20,2762475.0,617385497,6.65157867420407e+22,165.18391594,4160484.5714285714,153.300003,26.139999,16.709999,312.649994,151.050003,26.76,2.068985713,14,1.3,3.2,31.5,80.1,0.3375,-0.024590163934426233
2020-03-03,8791.1120581303,5356640,1.1637384734963386e+20,2749237.5,620239710,6.65157867420407e+22,163.14736847,4229668.428571428,153.889999,24.18,16.02,300.23999,156.330002,26.280001000000002,1.691845701,19,1.4,3.3,15.8,71.4,-0.1308411214953271,-0.017172086225794667
2020-03-10,7959.2282742121,5424749,1.2060294537863071e+20,2735712.5,623120092,7.1094267092888e+22,163.49591806,4301853.285714285,154.479996,18.629998999999998,15.73,288.420013,162.509995,26.120001000000002,1.691845701,19,1.5,0.9,32.5,68.7,-1.2580645161290325,-0.41226765799256493
2020-03-17,5465.582594124,5315198,1.038092850861292e+20,2724662.5,625696969,7.1094267092888e+22,394.03594504,4617311.857142857,143.559998,14.71,11.88,252.80000299999998,152.979996,27.030001000000002,1.691845701,19,7.5,0.0,41.8,65.0,13.0,-0.34345351043643263
2020-03-24,6784.3180114254,4703797,9.533519089231802e+19,2714525.0,628113908,7.1094267092888e+22,383.80922014,5170554.285714285,153.399994,14.72,13.29,243.149994,162.91000400000001,27.65,1.691845701,19,0.9,0.0,29.1,58.6,-0.8928571428571429,0.11271676300578035
2020-03-31,6446.4213468415,5118298,1.007516847886773e+20,2702037.5,630564999,5.97538357950362e+22,247.22225384,5731988.571428571,148.050003,15.31,13.05,257.75,164.970001,26.83,1.691845701,19,0.9,0.0,37.7,65.9,0.0,-0.03636363636363636
2020-04-07,7175.6674765579,5336530,1.051711290963535e+20,2688712.5,633204078,5.97538357950362e+22,154.21957214000003,6044350.428571427,156.03999299999995,16.889999,13.99,265.130005,166.300003,27.049999,1.302297431,16,0.7,0.0,45.0,67.0,0.0,0.07816711590296496
2020-04-14,6887.5549078330005,5083838,1.1589012864952386e+20,2674812.5,635828415,6.32013631441592e+22,132.57603683,6327209.0,162.679993,17.709999,14.65,283.790009,163.83999599999999,26.76,1.302297431,16,0.7,0.0,40.8,57.7,0.05555555555555555,-0.21833333333333327
2020-04-21,6904.4757726979005,5896792,1.128512182299562e+20,2661437.5,638791572,6.85418898394786e+22,160.91180667999996,6543814.714285715,158.610001,17.09,13.88,273.040009,171.28999299999995,27.139999,1.302297431,16,0.7,0.0,42.4,53.6,0.0,-0.326226012793177
2020-04-28,7761.7587840758,5925553,1.1148141209361972e+20,2649125.0,641835680,6.85418898394786e+22,207.99871616000004,6644101.428571427,160.83999599999999,19.08,14.1,285.730011,169.58999599999999,27.07,1.302297431,16,0.9,0.5,33.1,55.3,-0.3947368421052632,1.143987341772152
2020-05-05,8978.2835871237,6565334,1.1948301402305672e+20,2635962.5,645055324,6.91696214587247e+22,533.0791257799998,6712064.142857143,161.020004,19.540001,13.93,286.190002,166.08999599999999,26.99,1.088891078,20,0.6,2.1,42.5,54.8,-5.869565217391305,-0.2937269372693727
2020-05-12,8815.2312449023,6675092,1.1949820371675242e+20,2623937.5,648336907,6.91696214587247e+22,609.7087402399999,6903826.0,160.03999299999995,19.68,14.42,286.670013,164.369995,27.08,1.088891078,20,0.4,3.0,49.5,65.2,1.2946428571428572,0.6238244514106583
2020-05-19,9719.4808544776,6135513,9.484508613073622e+19,2618756.25,651328767,6.91696214587247e+22,971.45858758,7022539.285714285,164.259995,19.9,16.17,291.97000099999997,163.66000400000001,26.940001000000002,1.088891078,20,0.4,3.1,50.2,62.6,0.17120622568093385,-0.12676962676962678
2020-05-26,8835.7272240409,5946967,9.040565472682402e+19,2613500.0,654210974,6.50174006716546e+22,906.74510393,7088736.285714285,160.889999,20.83,15.97,299.079987,163.330002,26.790001,1.088891078,20,0.4,3.5,44.5,54.8,-0.09966777408637874,-0.33456153279292555
2020-06-02,9516.1354430882,6099693,1.0365059271223842e+20,2607468.75,657203084,6.50174006716546e+22,567.4675675600001,7155516.857142857,162.600006,21.34,16.84,308.079987,161.690002,26.42,1.040694402,13,0.4,4.5,41.7,65.2,0.3210332103321033,1.2901439645625692
2020-06-09,9786.142020478199,6130366,1.1380603811965955e+20,2600306.25,660290885,5.89800031925055e+22,335.69022566000007,7168404.714285715,161.259995,23.82,16.42,320.790009,158.490005,26.059998999999998,1.040694402,13,0.4,5.6,43.9,64.8,0.3854748603351955,-0.03529980657640232
2020-06-16,9510.6606372934,6215048,1.108273995316988e+20,2593256.25,663417147,6.77949605677477e+22,229.05751587000003,7105296.571428573,162.25,21.5,16.26,312.959991,159.899994,26.23,1.040694402,13,0.4,5.6,43.0,65.0,-0.06451612903225806,-0.030576441102756893
2020-06-23,9609.6802455253,6081137,1.1036668689265626e+20,2587081.25,666535895,6.77949605677477e+22,279.10946396,7084071.714285715,166.479996,20.799999,16.76,312.049988,161.300003,26.15,1.040694402,13,0.3,5.3,41.2,66.8,-0.004310344827586207,0.23216132368148915
2020-06-30,9148.4448585576,6086664,1.1499283805200528e+20,2580681.25,669601451,6.7792698154257e+22,235.95333724,7019506.0,167.369995,20.01,17.01,308.359985,163.929993,26.32,1.040694402,13,0.0,6.4,40.1,69.5,0.0670995670995671,-0.05455308434746119
2020-07-07,9244.4158145353,6522780,1.2575450780152327e+20,2573656.25,672926357,6.7792698154257e+22,307.24352769000006,6933333.714285715,169.03999299999995,19.27,17.01,313.7799990000001,165.21000700000005,26.200001,1.105472718,14,0.0,6.4,40.0,70.2,0.060851926977687626,0.09587217043941412
2020-07-14,9260.4709801845,6576131,1.2295272692197984e+20,2566937.5,676277042,7.45002831255445e+22,312.34281372,6953191.428571427,170.190002,19.459999,17.969998999999994,318.920013,167.119995,26.02,1.105472718,14,0.0,6.4,42.9,65.6,0.019120458891013385,-0.235722964763062
2020-07-21,9395.064445882901,6418215,1.1328697328365058e+20,2561193.75,679551874,7.45002831255445e+22,522.9371601,6963876.285714285,173.0,20.299999,19.67,325.01001,167.28999299999995,25.73,1.105472718,14,0.0,5.8,44.7,65.7,-0.0,0.028086910439851617
2020-07-28,10939.6701415471,7133998,1.2703804571440484e+20,2554725.0,683076342,7.23597261389535e+22,876.89538348,6951278.142857143,183.75,19.559998999999998,22.77,321.170013,170.279999,25.35,1.105472718,14,0.0,4.4,45.8,60.8,0.08818011257035648,0.010309278350515464
2020-08-04,11228.026324016499,7060259,1.219540092692e+20,2548343.75,686562981,7.23597261389535e+22,1002.6987905,6945779.142857143,189.58999599999999,19.690001000000002,24.25,330.059998,171.570007,25.190001000000002,1.255725308,16,0.0,4.6,49.7,60.6,-0.0,-0.29081632653061223
2020-08-11,11340.582340643701,7049882,1.2290755738778314e+20,2541931.25,689992808,7.27902567633732e+22,896.5663804800001,6955557.0,179.940002,20.34,23.33,332.799988,167.110001,25.309998999999998,1.255725308,16,0.0,4.4,49.2,59.5,-0.0,-0.03525179856115108
2020-08-18,12071.738909085,6854352,1.2558677872001758e+20,2535406.25,693477570,7.27902567633732e+22,708.4616030000001,7003014.142857143,188.179993,19.969998999999998,25.879998999999998,338.640015,164.759995,24.93,1.255725308,16,0.0,4.0,39.9,59.4,-0.0,1.110365398956003
2020-08-25,11378.7260298071,6824112,1.225969488472493e+20,2529100.0,696838216,7.54110058694394e+22,736.98518691,6993306.428571427,181.220001,19.459999,24.76,344.119995,164.66000400000001,25.129998999999998,1.255725308,16,0.0,5.0,41.7,52.9,-0.0,-0.5374558303886926
2020-09-01,11964.2086724627,6879054,1.2609620900652528e+20,2522781.25,700233230,7.54110058694394e+22,682.1384061699998,7013624.285714285,185.050003,18.870001000000002,26.139999,352.600006,163.860001,24.950001,1.253406829,12,0.0,5.1,40.2,64.4,-0.06896551724137931,0.9640947288006112
2020-09-08,10043.1964412914,7056913,1.2778050562098828e+20,2516350.0,703556527,7.45004932929532e+22,788.7103722400002,7011596.571428573,181.28999299999998,17.82,24.75,333.209991,163.740005,25.219998999999998,1.253406829,12,0.0,2.8,33.6,56.9,-0.5759259259259261,-0.2598210812913263
2020-09-15,10829.5053071986,6709189,1.3672776711759726e+20,2509418.75,706939486,7.45004932929532e+22,554.55548227,7056780.571428573,183.449997,17.309998999999998,25.23,340.170013,164.070007,25.139999,1.253406829,12,0.0,0.0,30.0,55.7,-1.0,0.26379400945874937
2020-09-22,10531.1645626345,6773880,1.3641065689553042e+20,2502775.0,710296832,8.29558175890736e+22,434.07598308,7089063.0,178.649994,17.08,22.790001,330.299988,164.270004,25.379998999999998,1.253406829,12,0.0,0.0,27.1,53.2,0.0,-0.08523908523908524
2020-09-29,10764.284370719599,6725390,1.3994780271732117e+20,2496400.0,713661677,8.29558175890736e+22,474.64304556,7061419.285714285,178.190002,16.01,22.5,332.369995,164.83999599999999,25.35,1.253406829,12,0.0,0.0,27.4,64.6,0.0,0.2390909090909091
2020-10-06,10589.626393525301,6892654,1.363033852311813e+20,2490181.25,717016295,8.28846533403546e+22,658.89211399,7072003.285714285,177.300003,15.87,21.73,334.929993,160.429993,25.33,1.28648398,13,0.0,0.0,28.7,64.6,0.0,-0.00917094644167278
2020-10-13,11052.395083671201,3111376,1.4540418685133134e+20,2487337.5,718587417,8.28846533403546e+22,325.0968778,7074649.0,181.080002,16.459999,23.41,346.850006,160.08999599999999,25.139999,1.28648398,13,0.0,0.0,37.3,67.5,0.0,0.04664938911514254
